Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
12/09/2020,02/01/2020,12/05/2020,MT,Cascade County,30013,Small metro,104,1031
12/09/2020,02/01/2020,12/05/2020,MT,Dawson County,30021,Noncore,11,83
12/09/2020,02/01/2020,12/05/2020,MT,Deer Lodge County,30023,Noncore,10,121
12/09/2020,02/01/2020,12/05/2020,MT,Flathead County,30029,Micropolitan,62,1033
12/09/2020,02/01/2020,12/05/2020,MT,Gallatin County,30031,Micropolitan,21,512
12/09/2020,02/01/2020,12/05/2020,MT,Hill County,30041,Noncore,31,141
12/09/2020,02/01/2020,12/05/2020,MT,Lewis and Clark County,30049,Micropolitan,17,562
12/09/2020,02/01/2020,12/05/2020,MT,Missoula County,30063,Small metro,67,977
12/09/2020,02/01/2020,12/05/2020,MT,Ravalli County,30081,Noncore,10,361
12/09/2020,02/01/2020,12/05/2020,MT,Roosevelt County,30085,Noncore,14,101
12/09/2020,02/01/2020,12/05/2020,MT,Silver Bow County,30093,Micropolitan,26,348
12/09/2020,02/01/2020,12/05/2020,MT,Yellowstone County,30111,Small metro,248,1926
12/09/2020,02/01/2020,12/05/2020,NC,Alamance County,37001,Small metro,20,1229
12/09/2020,02/01/2020,12/05/2020,NC,Beaufort County,37013,Micropolitan,28,339
12/09/2020,02/01/2020,12/05/2020,NC,Brunswick County,37019,Medium metro,17,907
12/09/2020,02/01/2020,12/05/2020,NC,Buncombe County,37021,Medium metro,135,2673
12/09/2020,02/01/2020,12/05/2020,NC,Burke County,37023,Medium metro,49,735
12/09/2020,02/01/2020,12/05/2020,NC,Cabarrus County,37025,Large fringe metro,103,1368
12/09/2020,02/01/2020,12/05/2020,NC,Caldwell County,37027,Medium metro,18,598
12/09/2020,02/01/2020,12/05/2020,NC,Catawba County,37035,Medium metro,59,1333
12/09/2020,02/01/2020,12/05/2020,NC,Chatham County,37037,Medium metro,50,567
12/09/2020,02/01/2020,12/05/2020,NC,Cleveland County,37045,Micropolitan,44,787
12/09/2020,02/01/2020,12/05/2020,NC,Columbus County,37047,Noncore,19,454
12/09/2020,02/01/2020,12/05/2020,NC,Craven County,37049,Small metro,37,795
12/09/2020,02/01/2020,12/05/2020,NC,Cumberland County,37051,Medium metro,89,1873
12/09/2020,02/01/2020,12/05/2020,NC,Davidson County,37057,Medium metro,19,1007
12/09/2020,02/01/2020,12/05/2020,NC,Duplin County,37061,Noncore,23,312
12/09/2020,02/01/2020,12/05/2020,NC,Durham County,37063,Medium metro,156,2309
12/09/2020,02/01/2020,12/05/2020,NC,Edgecombe County,37065,Small metro,26,386
12/09/2020,02/01/2020,12/05/2020,NC,Forsyth County,37067,Medium metro,142,3296
12/09/2020,02/01/2020,12/05/2020,NC,Franklin County,37069,Large fringe metro,11,245
12/09/2020,02/01/2020,12/05/2020,NC,Gaston County,37071,Large fringe metro,53,1511
12/09/2020,02/01/2020,12/05/2020,NC,Granville County,37077,Micropolitan,14,315
12/09/2020,02/01/2020,12/05/2020,NC,Guilford County,37081,Medium metro,226,3461
12/09/2020,02/01/2020,12/05/2020,NC,Halifax County,37083,Micropolitan,14,356
12/09/2020,02/01/2020,12/05/2020,NC,Harnett County,37085,Micropolitan,31,550
12/09/2020,02/01/2020,12/05/2020,NC,Haywood County,37087,Medium metro,31,475
12/09/2020,02/01/2020,12/05/2020,NC,Henderson County,37089,Medium metro,69,936
12/09/2020,02/01/2020,12/05/2020,NC,Hertford County,37091,Noncore,28,202
12/09/2020,02/01/2020,12/05/2020,NC,Iredell County,37097,Large fringe metro,34,1089
12/09/2020,02/01/2020,12/05/2020,NC,Johnston County,37101,Large fringe metro,30,870
12/09/2020,02/01/2020,12/05/2020,NC,Lenoir County,37107,Micropolitan,25,420
12/09/2020,02/01/2020,12/05/2020,NC,Lincoln County,37109,Large fringe metro,17,463
12/09/2020,02/01/2020,12/05/2020,NC,McDowell County,37111,Micropolitan,13,237
12/09/2020,02/01/2020,12/05/2020,NC,Mecklenburg County,37119,Large central metro,356,5413
12/09/2020,02/01/2020,12/05/2020,NC,Moore County,37125,Micropolitan,64,993
12/09/2020,02/01/2020,12/05/2020,NC,Nash County,37127,Small metro,26,647
12/09/2020,02/01/2020,12/05/2020,NC,New Hanover County,37129,Medium metro,57,1941
12/09/2020,02/01/2020,12/05/2020,NC,Onslow County,37133,Small metro,16,607
12/09/2020,02/01/2020,12/05/2020,NC,Orange County,37135,Medium metro,86,980
12/09/2020,02/01/2020,12/05/2020,NC,Pasquotank County,37139,Micropolitan,24,351
12/09/2020,02/01/2020,12/05/2020,NC,Pitt County,37147,Small metro,93,1774
12/09/2020,02/01/2020,12/05/2020,NC,Randolph County,37151,Medium metro,20,784
12/09/2020,02/01/2020,12/05/2020,NC,Richmond County,37153,Micropolitan,10,299
12/09/2020,02/01/2020,12/05/2020,NC,Robeson County,37155,Micropolitan,54,829
12/09/2020,02/01/2020,12/05/2020,NC,Rockingham County,37157,Medium metro,14,682
12/09/2020,02/01/2020,12/05/2020,NC,Rowan County,37159,Large fringe metro,81,1097
12/09/2020,02/01/2020,12/05/2020,NC,Rutherford County,37161,Micropolitan,17,496
12/09/2020,02/01/2020,12/05/2020,NC,Scotland County,37165,Micropolitan,18,352
12/09/2020,02/01/2020,12/05/2020,NC,Stanly County,37167,Micropolitan,21,422
12/09/2020,02/01/2020,12/05/2020,NC,Surry County,37171,Micropolitan,22,649
12/09/2020,02/01/2020,12/05/2020,NC,Union County,37179,Large fringe metro,46,920
12/09/2020,02/01/2020,12/05/2020,NC,Vance County,37181,Micropolitan,45,353
12/09/2020,02/01/2020,12/05/2020,NC,Wake County,37183,Large central metro,285,4375
12/09/2020,02/01/2020,12/05/2020,NC,Wayne County,37191,Small metro,73,1055
12/09/2020,02/01/2020,12/05/2020,NC,Wilkes County,37193,Micropolitan,16,430
12/09/2020,02/01/2020,12/05/2020,NC,Wilson County,37195,Micropolitan,42,571
12/09/2020,02/01/2020,12/05/2020,ND,Bottineau County,38009,Noncore,13,48
12/09/2020,02/01/2020,12/05/2020,ND,Burleigh County,38015,Small metro,143,1061
12/09/2020,02/01/2020,12/05/2020,ND,Cass County,38017,Small metro,245,1837
12/09/2020,02/01/2020,12/05/2020,ND,Dickey County,38021,Noncore,11,53
12/09/2020,02/01/2020,12/05/2020,ND,Foster County,38031,Noncore,14,35
12/09/2020,02/01/2020,12/05/2020,ND,Grand Forks County,38035,Small metro,48,578
12/09/2020,02/01/2020,12/05/2020,ND,McHenry County,38049,Micropolitan,12,52
12/09/2020,02/01/2020,12/05/2020,ND,Morton County,38059,Small metro,26,246
12/09/2020,02/01/2020,12/05/2020,ND,Stark County,38089,Micropolitan,29,188
12/09/2020,02/01/2020,12/05/2020,ND,Stutsman County,38093,Micropolitan,23,177
12/09/2020,02/01/2020,12/05/2020,ND,Ward County,38101,Micropolitan,94,648
12/09/2020,02/01/2020,12/05/2020,ND,Williams County,38105,Micropolitan,14,156
12/09/2020,02/01/2020,12/05/2020,NE,Adams County,31001,Micropolitan,41,295
12/09/2020,02/01/2020,12/05/2020,NE,Buffalo County,31019,Micropolitan,73,518
12/09/2020,02/01/2020,12/05/2020,NE,Dakota County,31043,Small metro,14,100
12/09/2020,02/01/2020,12/05/2020,NE,Dawes County,31045,Noncore,11,76
12/09/2020,02/01/2020,12/05/2020,NE,Dawson County,31047,Micropolitan,16,181
12/09/2020,02/01/2020,12/05/2020,NE,Dodge County,31053,Micropolitan,39,380
12/09/2020,02/01/2020,12/05/2020,NE,Douglas County,31055,Medium metro,481,4982
12/09/2020,02/01/2020,12/05/2020,NE,Gage County,31067,Micropolitan,11,209
12/09/2020,02/01/2020,12/05/2020,NE,Hall County,31079,Small metro,77,510
12/09/2020,02/01/2020,12/05/2020,NE,Hamilton County,31081,Small metro,16,76
12/09/2020,02/01/2020,12/05/2020,NE,Lancaster County,31109,Medium metro,168,2588
12/09/2020,02/01/2020,12/05/2020,NE,Lincoln County,31111,Micropolitan,38,377
12/09/2020,02/01/2020,12/05/2020,NE,Madison County,31119,Micropolitan,47,381
12/09/2020,02/01/2020,12/05/2020,NE,Perkins County,31135,Noncore,11,35
12/09/2020,02/01/2020,12/05/2020,NE,Pierce County,31139,Micropolitan,13,61
12/09/2020,02/01/2020,12/05/2020,NE,Platte County,31141,Micropolitan,30,240
12/09/2020,02/01/2020,12/05/2020,NE,Polk County,31143,Noncore,12,78
12/09/2020,02/01/2020,12/05/2020,NE,Sarpy County,31153,Medium metro,28,788
12/09/2020,02/01/2020,12/05/2020,NE,Scotts Bluff County,31157,Micropolitan,60,452
12/09/2020,02/01/2020,12/05/2020,NH,Belknap County,33001,Micropolitan,29,588
12/09/2020,02/01/2020,12/05/2020,NH,Hillsborough County,33011,Medium metro,351,3338
12/09/2020,02/01/2020,12/05/2020,NH,Merrimack County,33013,Micropolitan,40,1393
12/09/2020,02/01/2020,12/05/2020,NH,Rockingham County,33015,Large fringe metro,96,2078
12/09/2020,02/01/2020,12/05/2020,NJ,Atlantic County,34001,Medium metro,252,2743
12/09/2020,02/01/2020,12/05/2020,NJ,Bergen County,34003,Large fringe metro,2188,8743
12/09/2020,02/01/2020,12/05/2020,NJ,Burlington County,34005,Large fringe metro,502,3459
12/09/2020,02/01/2020,12/05/2020,NJ,Camden County,34007,Large fringe metro,653,5803
12/09/2020,02/01/2020,12/05/2020,NJ,Cape May County,34009,Small metro,83,1023
12/09/2020,02/01/2020,12/05/2020,NJ,Cumberland County,34011,Small metro,137,1450
12/09/2020,02/01/2020,12/05/2020,NJ,Essex County,34013,Large central metro,2158,8119
12/09/2020,02/01/2020,12/05/2020,NJ,Gloucester County,34015,Large fringe metro,263,2475
12/09/2020,02/01/2020,12/05/2020,NJ,Hudson County,34017,Large central metro,1146,4109
12/09/2020,02/01/2020,12/05/2020,NJ,Hunterdon County,34019,Large fringe metro,129,793
12/09/2020,02/01/2020,12/05/2020,NJ,Mercer County,34021,Medium metro,565,2955
12/09/2020,02/01/2020,12/05/2020,NJ,Middlesex County,34023,Large fringe metro,1567,7241
12/09/2020,02/01/2020,12/05/2020,NJ,Monmouth County,34025,Large fringe metro,911,6186
12/09/2020,02/01/2020,12/05/2020,NJ,Morris County,34027,Large fringe metro,1054,5120
12/09/2020,02/01/2020,12/05/2020,NJ,Ocean County,34029,Large fringe metro,913,6603
12/09/2020,02/01/2020,12/05/2020,NJ,Passaic County,34031,Large fringe metro,1060,4160
12/09/2020,02/01/2020,12/05/2020,NJ,Salem County,34033,Large fringe metro,64,610
12/09/2020,02/01/2020,12/05/2020,NJ,Somerset County,34035,Large fringe metro,429,2283
12/09/2020,02/01/2020,12/05/2020,NJ,Sussex County,34037,Large fringe metro,160,1092
12/09/2020,02/01/2020,12/05/2020,NJ,Union County,34039,Large central metro,1075,4627
12/09/2020,02/01/2020,12/05/2020,NJ,Warren County,34041,Medium metro,140,920
12/09/2020,02/01/2020,12/05/2020,NM,Bernalillo County,35001,Medium metro,544,6563
12/09/2020,02/01/2020,12/05/2020,NM,Chaves County,35005,Micropolitan,37,560
12/09/2020,02/01/2020,12/05/2020,NM,Cibola County,35006,Micropolitan,16,174
12/09/2020,02/01/2020,12/05/2020,NM,Curry County,35009,Micropolitan,14,296
12/09/2020,02/01/2020,12/05/2020,NM,Dona Ana County,35013,Small metro,151,1732
12/09/2020,02/01/2020,12/05/2020,NM,Eddy County,35015,Micropolitan,20,383
12/09/2020,02/01/2020,12/05/2020,NM,Lea County,35025,Micropolitan,23,385
12/09/2020,02/01/2020,12/05/2020,NM,Luna County,35029,Micropolitan,10,196
12/09/2020,02/01/2020,12/05/2020,NM,McKinley County,35031,Micropolitan,106,522
12/09/2020,02/01/2020,12/05/2020,NM,Sandoval County,35043,Medium metro,131,1204
12/09/2020,02/01/2020,12/05/2020,NM,San Juan County,35045,Small metro,226,1093
12/09/2020,02/01/2020,12/05/2020,NM,Santa Fe County,35049,Small metro,47,1151
12/09/2020,02/01/2020,12/05/2020,NM,Taos County,35055,Micropolitan,17,235
12/09/2020,02/01/2020,12/05/2020,NV,Churchill County,32001,Micropolitan,20,230
12/09/2020,02/01/2020,12/05/2020,NV,Clark County,32003,Large central metro,1729,17554
12/09/2020,02/01/2020,12/05/2020,NV,Elko County,32007,Micropolitan,12,245
12/09/2020,02/01/2020,12/05/2020,NV,Washoe County,32031,Medium metro,270,4337
12/09/2020,02/01/2020,12/05/2020,NV,Carson City,32510,Small metro,36,954
12/09/2020,02/01/2020,12/05/2020,NY,Albany County,36001,Medium metro,250,3506
12/09/2020,02/01/2020,12/05/2020,NY,Allegany County,36003,Noncore,50,391
12/09/2020,02/01/2020,12/05/2020,NY,Bronx County,36005,Large central metro,4360,14769
12/09/2020,02/01/2020,12/05/2020,NY,Broome County,36007,Small metro,185,2217
12/09/2020,02/01/2020,12/05/2020,NY,Cattaraugus County,36009,Micropolitan,22,646
12/09/2020,02/01/2020,12/05/2020,NY,Chautauqua County,36013,Micropolitan,10,1024
12/09/2020,02/01/2020,12/05/2020,NY,Chemung County,36015,Small metro,65,859
12/09/2020,02/01/2020,12/05/2020,NY,Chenango County,36017,Noncore,10,428
12/09/2020,02/01/2020,12/05/2020,NY,Columbia County,36021,Micropolitan,57,548
12/09/2020,02/01/2020,12/05/2020,NY,Dutchess County,36027,Large fringe metro,229,2506
12/09/2020,02/01/2020,12/05/2020,NY,Erie County,36029,Large central metro,958,9749
12/09/2020,02/01/2020,12/05/2020,NY,Fulton County,36035,Micropolitan,31,429
12/09/2020,02/01/2020,12/05/2020,NY,Herkimer County,36043,Medium metro,13,411
12/09/2020,02/01/2020,12/05/2020,NY,Kings County,36047,Large central metro,6203,20012
12/09/2020,02/01/2020,12/05/2020,NY,Livingston County,36051,Large fringe metro,10,313
12/09/2020,02/01/2020,12/05/2020,NY,Madison County,36053,Medium metro,17,475
12/09/2020,02/01/2020,12/05/2020,NY,Monroe County,36055,Large central metro,412,7230
12/09/2020,02/01/2020,12/05/2020,NY,Montgomery County,36057,Micropolitan,16,521
12/09/2020,02/01/2020,12/05/2020,NY,Nassau County,36059,Large fringe metro,3315,13567
12/09/2020,02/01/2020,12/05/2020,NY,New York County,36061,Large central metro,4056,15791
12/09/2020,02/01/2020,12/05/2020,NY,Niagara County,36063,Large fringe metro,99,1975
12/09/2020,02/01/2020,12/05/2020,NY,Oneida County,36065,Medium metro,162,2462
12/09/2020,02/01/2020,12/05/2020,NY,Onondaga County,36067,Medium metro,311,4945
12/09/2020,02/01/2020,12/05/2020,NY,Ontario County,36069,Large fringe metro,36,918
12/09/2020,02/01/2020,12/05/2020,NY,Orange County,36071,Large fringe metro,518,2921
12/09/2020,02/01/2020,12/05/2020,NY,Orleans County,36073,Large fringe metro,44,287
12/09/2020,02/01/2020,12/05/2020,NY,Otsego County,36077,Micropolitan,14,704
12/09/2020,02/01/2020,12/05/2020,NY,Putnam County,36079,Large fringe metro,71,531
12/09/2020,02/01/2020,12/05/2020,NY,Queens County,36081,Large central metro,5533,17246
12/09/2020,02/01/2020,12/05/2020,NY,Rensselaer County,36083,Medium metro,51,1279
12/09/2020,02/01/2020,12/05/2020,NY,Richmond County,36085,Large central metro,1037,4189
12/09/2020,02/01/2020,12/05/2020,NY,Rockland County,36087,Large fringe metro,690,2532
12/09/2020,02/01/2020,12/05/2020,NY,St. Lawrence County,36089,Micropolitan,17,804
12/09/2020,02/01/2020,12/05/2020,NY,Saratoga County,36091,Medium metro,12,1297
12/09/2020,02/01/2020,12/05/2020,NY,Schenectady County,36093,Medium metro,45,1388
12/09/2020,02/01/2020,12/05/2020,NY,Steuben County,36101,Micropolitan,84,870
12/09/2020,02/01/2020,12/05/2020,NY,Suffolk County,36103,Large fringe metro,2767,13554
12/09/2020,02/01/2020,12/05/2020,NY,Sullivan County,36105,Noncore,46,570
12/09/2020,02/01/2020,12/05/2020,NY,Tioga County,36107,Small metro,46,296
12/09/2020,02/01/2020,12/05/2020,NY,Ulster County,36111,Small metro,66,1215
12/09/2020,02/01/2020,12/05/2020,NY,Warren County,36113,Small metro,44,840
12/09/2020,02/01/2020,12/05/2020,NY,Washington County,36115,Small metro,13,477
12/09/2020,02/01/2020,12/05/2020,NY,Wayne County,36117,Large fringe metro,11,556
12/09/2020,02/01/2020,12/05/2020,NY,Westchester County,36119,Large fringe metro,1974,8022
12/09/2020,02/01/2020,12/05/2020,OH,Allen County,39003,Small metro,144,1346
12/09/2020,02/01/2020,12/05/2020,OH,Ashland County,39005,Micropolitan,21,417
12/09/2020,02/01/2020,12/05/2020,OH,Ashtabula County,39007,Micropolitan,41,844
12/09/2020,02/01/2020,12/05/2020,OH,Auglaize County,39011,Micropolitan,21,365
12/09/2020,02/01/2020,12/05/2020,OH,Belmont County,39013,Small metro,12,446
12/09/2020,02/01/2020,12/05/2020,OH,Butler County,39017,Large fringe metro,165,2822
12/09/2020,02/01/2020,12/05/2020,OH,Clark County,39023,Small metro,90,1501
12/09/2020,02/01/2020,12/05/2020,OH,Clermont County,39025,Large fringe metro,31,1042
12/09/2020,02/01/2020,12/05/2020,OH,Clinton County,39027,Micropolitan,12,323
12/09/2020,02/01/2020,12/05/2020,OH,Columbiana County,39029,Micropolitan,69,946
12/09/2020,02/01/2020,12/05/2020,OH,Coshocton County,39031,Micropolitan,13,288
12/09/2020,02/01/2020,12/05/2020,OH,Crawford County,39033,Micropolitan,20,392
12/09/2020,02/01/2020,12/05/2020,OH,Cuyahoga County,39035,Large central metro,951,14645
12/09/2020,02/01/2020,12/05/2020,OH,Darke County,39037,Micropolitan,47,460
12/09/2020,02/01/2020,12/05/2020,OH,Defiance County,39039,Micropolitan,16,517
12/09/2020,02/01/2020,12/05/2020,OH,Delaware County,39041,Large fringe metro,18,805
12/09/2020,02/01/2020,12/05/2020,OH,Erie County,39043,Micropolitan,64,991
12/09/2020,02/01/2020,12/05/2020,OH,Fairfield County,39045,Large fringe metro,73,1229
12/09/2020,02/01/2020,12/05/2020,OH,Franklin County,39049,Large central metro,997,12159
12/09/2020,02/01/2020,12/05/2020,OH,Fulton County,39051,Medium metro,24,278
12/09/2020,02/01/2020,12/05/2020,OH,Gallia County,39053,Micropolitan,19,349
12/09/2020,02/01/2020,12/05/2020,OH,Geauga County,39055,Large fringe metro,62,787
12/09/2020,02/01/2020,12/05/2020,OH,Greene County,39057,Medium metro,57,1047
12/09/2020,02/01/2020,12/05/2020,OH,Hamilton County,39061,Large central metro,525,9016
12/09/2020,02/01/2020,12/05/2020,OH,Hancock County,39063,Micropolitan,59,819
12/09/2020,02/01/2020,12/05/2020,OH,Henry County,39069,Noncore,14,147
12/09/2020,02/01/2020,12/05/2020,OH,Highland County,39071,Noncore,25,361
12/09/2020,02/01/2020,12/05/2020,OH,Hocking County,39073,Large fringe metro,15,177
12/09/2020,02/01/2020,12/05/2020,OH,Holmes County,39075,Noncore,31,298
12/09/2020,02/01/2020,12/05/2020,OH,Huron County,39077,Micropolitan,15,494
12/09/2020,02/01/2020,12/05/2020,OH,Jefferson County,39081,Small metro,11,667
12/09/2020,02/01/2020,12/05/2020,OH,Knox County,39083,Micropolitan,22,506
12/09/2020,02/01/2020,12/05/2020,OH,Lake County,39085,Large fringe metro,67,1776
12/09/2020,02/01/2020,12/05/2020,OH,Lawrence County,39087,Medium metro,14,359
12/09/2020,02/01/2020,12/05/2020,OH,Licking County,39089,Large fringe metro,69,1324
12/09/2020,02/01/2020,12/05/2020,OH,Logan County,39091,Micropolitan,18,342
12/09/2020,02/01/2020,12/05/2020,OH,Lorain County,39093,Large fringe metro,105,2391
12/09/2020,02/01/2020,12/05/2020,OH,Lucas County,39095,Medium metro,511,5139
12/09/2020,02/01/2020,12/05/2020,OH,Mahoning County,39099,Medium metro,346,3305
12/09/2020,02/01/2020,12/05/2020,OH,Marion County,39101,Micropolitan,55,626
12/09/2020,02/01/2020,12/05/2020,OH,Medina County,39103,Large fringe metro,42,1161
12/09/2020,02/01/2020,12/05/2020,OH,Mercer County,39107,Micropolitan,26,306
12/09/2020,02/01/2020,12/05/2020,OH,Miami County,39109,Medium metro,50,877
12/09/2020,02/01/2020,12/05/2020,OH,Montgomery County,39113,Medium metro,513,6947
12/09/2020,02/01/2020,12/05/2020,OH,Muskingum County,39119,Micropolitan,31,994
12/09/2020,02/01/2020,12/05/2020,OH,Noble County,39121,Noncore,11,87
12/09/2020,02/01/2020,12/05/2020,OH,Ottawa County,39123,Micropolitan,19,290
12/09/2020,02/01/2020,12/05/2020,OH,Pickaway County,39129,Large fringe metro,17,396
12/09/2020,02/01/2020,12/05/2020,OH,Portage County,39133,Medium metro,50,1130
12/09/2020,02/01/2020,12/05/2020,OH,Putnam County,39137,Noncore,40,232
12/09/2020,02/01/2020,12/05/2020,OH,Richland County,39139,Small metro,35,1240
12/09/2020,02/01/2020,12/05/2020,OH,Ross County,39141,Micropolitan,52,861
12/09/2020,02/01/2020,12/05/2020,OH,Sandusky County,39143,Micropolitan,20,473
12/09/2020,02/01/2020,12/05/2020,OH,Scioto County,39145,Micropolitan,27,1014
12/09/2020,02/01/2020,12/05/2020,OH,Seneca County,39147,Micropolitan,10,404
12/09/2020,02/01/2020,12/05/2020,OH,Shelby County,39149,Micropolitan,12,323
12/09/2020,02/01/2020,12/05/2020,OH,Stark County,39151,Medium metro,280,4082
12/09/2020,02/01/2020,12/05/2020,OH,Summit County,39153,Medium metro,319,5557
12/09/2020,02/01/2020,12/05/2020,OH,Trumbull County,39155,Medium metro,85,1783
12/09/2020,02/01/2020,12/05/2020,OH,Tuscarawas County,39157,Micropolitan,68,971
12/09/2020,02/01/2020,12/05/2020,OH,Warren County,39165,Large fringe metro,73,1583
12/09/2020,02/01/2020,12/05/2020,OH,Washington County,39167,Micropolitan,44,718
12/09/2020,02/01/2020,12/05/2020,OH,Wayne County,39169,Micropolitan,89,968
12/09/2020,02/01/2020,12/05/2020,OH,Wood County,39173,Medium metro,65,1080
12/09/2020,02/01/2020,12/05/2020,OH,Wyandot County,39175,Noncore,12,194
12/09/2020,02/01/2020,12/05/2020,OK,Beckham County,40009,Micropolitan,14,185
12/09/2020,02/01/2020,12/05/2020,OK,Bryan County,40013,Micropolitan,34,383
12/09/2020,02/01/2020,12/05/2020,OK,Caddo County,40015,Noncore,17,228
12/09/2020,02/01/2020,12/05/2020,OK,Canadian County,40017,Large fringe metro,27,613
12/09/2020,02/01/2020,12/05/2020,OK,Carter County,40019,Micropolitan,15,473
12/09/2020,02/01/2020,12/05/2020,OK,Cherokee County,40021,Micropolitan,24,400
12/09/2020,02/01/2020,12/05/2020,OK,Cleveland County,40027,Large fringe metro,168,1757
12/09/2020,02/01/2020,12/05/2020,OK,Comanche County,40031,Small metro,47,921
12/09/2020,02/01/2020,12/05/2020,OK,Custer County,40039,Micropolitan,15,242
12/09/2020,02/01/2020,12/05/2020,OK,Delaware County,40041,Noncore,45,427
12/09/2020,02/01/2020,12/05/2020,OK,Garfield County,40047,Micropolitan,75,693
12/09/2020,02/01/2020,12/05/2020,OK,Grady County,40051,Large fringe metro,20,380
12/09/2020,02/01/2020,12/05/2020,OK,Jackson County,40065,Micropolitan,25,191
12/09/2020,02/01/2020,12/05/2020,OK,Kay County,40071,Micropolitan,14,382
12/09/2020,02/01/2020,12/05/2020,OK,Kingfisher County,40073,Noncore,12,99
12/09/2020,02/01/2020,12/05/2020,OK,Le Flore County,40079,Medium metro,10,355
12/09/2020,02/01/2020,12/05/2020,OK,Lincoln County,40081,Large fringe metro,17,236
12/09/2020,02/01/2020,12/05/2020,OK,McClain County,40087,Large fringe metro,10,216
12/09/2020,02/01/2020,12/05/2020,OK,McCurtain County,40089,Noncore,22,276
12/09/2020,02/01/2020,12/05/2020,OK,Muskogee County,40101,Micropolitan,67,817
12/09/2020,02/01/2020,12/05/2020,OK,Oklahoma County,40109,Large central metro,721,9171
12/09/2020,02/01/2020,12/05/2020,OK,Okmulgee County,40111,Medium metro,10,288
12/09/2020,02/01/2020,12/05/2020,OK,Ottawa County,40115,Micropolitan,20,252
12/09/2020,02/01/2020,12/05/2020,OK,Payne County,40119,Micropolitan,11,417
12/09/2020,02/01/2020,12/05/2020,OK,Pittsburg County,40121,Micropolitan,35,482
12/09/2020,02/01/2020,12/05/2020,OK,Pontotoc County,40123,Micropolitan,17,332
12/09/2020,02/01/2020,12/05/2020,OK,Pottawatomie County,40125,Micropolitan,36,698
12/09/2020,02/01/2020,12/05/2020,OK,Rogers County,40131,Medium metro,22,642
12/09/2020,02/01/2020,12/05/2020,OK,Stephens County,40137,Micropolitan,16,415
12/09/2020,02/01/2020,12/05/2020,OK,Tulsa County,40143,Medium metro,630,7452
12/09/2020,02/01/2020,12/05/2020,OK,Washington County,40147,Micropolitan,53,639
12/09/2020,02/01/2020,12/05/2020,OK,Woodward County,40153,Micropolitan,16,161
12/09/2020,02/01/2020,12/05/2020,OR,Benton County,41003,Small metro,11,536
12/09/2020,02/01/2020,12/05/2020,OR,Clackamas County,41005,Large fringe metro,66,2973
12/09/2020,02/01/2020,12/05/2020,OR,Deschutes County,41017,Small metro,24,1457
12/09/2020,02/01/2020,12/05/2020,OR,Jackson County,41029,Small metro,27,2206
12/09/2020,02/01/2020,12/05/2020,OR,Lane County,41039,Medium metro,33,3402
12/09/2020,02/01/2020,12/05/2020,OR,Lincoln County,41041,Micropolitan,12,462
12/09/2020,02/01/2020,12/05/2020,OR,Linn County,41043,Small metro,22,1179
12/09/2020,02/01/2020,12/05/2020,OR,Malheur County,41045,Micropolitan,11,247
12/09/2020,02/01/2020,12/05/2020,OR,Marion County,41047,Medium metro,101,2484
12/09/2020,02/01/2020,12/05/2020,OR,Multnomah County,41051,Large central metro,291,6059
12/09/2020,02/01/2020,12/05/2020,OR,Umatilla County,41059,Micropolitan,34,539
12/09/2020,02/01/2020,12/05/2020,OR,Wasco County,41065,Micropolitan,16,270
12/09/2020,02/01/2020,12/05/2020,OR,Washington County,41067,Large fringe metro,125,3163
12/09/2020,02/01/2020,12/05/2020,OR,Yamhill County,41071,Large fringe metro,15,769
12/09/2020,02/01/2020,12/05/2020,PA,Adams County,42001,Small metro,35,774
12/09/2020,02/01/2020,12/05/2020,PA,Allegheny County,42003,Large central metro,683,14692
12/09/2020,02/01/2020,12/05/2020,PA,Armstrong County,42005,Large fringe metro,38,566
12/09/2020,02/01/2020,12/05/2020,PA,Beaver County,42007,Large fringe metro,158,1729
12/09/2020,02/01/2020,12/05/2020,PA,Bedford County,42009,Noncore,24,367
12/09/2020,02/01/2020,12/05/2020,PA,Berks County,42011,Medium metro,443,3632
12/09/2020,02/01/2020,12/05/2020,PA,Blair County,42013,Small metro,97,1741
12/09/2020,02/01/2020,12/05/2020,PA,Bradford County,42015,Micropolitan,68,806
12/09/2020,02/01/2020,12/05/2020,PA,Bucks County,42017,Large fringe metro,668,5604
12/09/2020,02/01/2020,12/05/2020,PA,Butler County,42019,Large fringe metro,67,1704
12/09/2020,02/01/2020,12/05/2020,PA,Cambria County,42021,Small metro,73,1610
12/09/2020,02/01/2020,12/05/2020,PA,Carbon County,42025,Medium metro,41,577
12/09/2020,02/01/2020,12/05/2020,PA,Centre County,42027,Small metro,63,944
12/09/2020,02/01/2020,12/05/2020,PA,Chester County,42029,Large fringe metro,475,3960
12/09/2020,02/01/2020,12/05/2020,PA,Clearfield County,42033,Micropolitan,14,812
12/09/2020,02/01/2020,12/05/2020,PA,Columbia County,42037,Small metro,29,425
12/09/2020,02/01/2020,12/05/2020,PA,Crawford County,42039,Micropolitan,23,760
12/09/2020,02/01/2020,12/05/2020,PA,Cumberland County,42041,Medium metro,196,2350
12/09/2020,02/01/2020,12/05/2020,PA,Dauphin County,42043,Medium metro,258,3084
